day,S,I,R,D,beta,gamma,mu,R0
0,9999000.0,264.33905737945736,0.0,302.5234339153049,0.15,0.06,0.003,2.380952380952381
1,9998843.299739005,1766.7149125537917,62.68686423752,0.0,0.15,0.06,0.003,2.380952380952381
2,9998672.361718943,1381.7702290128323,131.07056667662107,79.33223464819096,0.15,0.06,0.003,2.380952380952381
3,9998485.89305292,277.43735180898966,205.66863252466737,46.17732436269415,0.15,0.06,0.003,2.380952380952381
4,9998282.483593456,1024.0389684233837,287.0455653075016,0.0,0.15,0.06,0.003,2.380952380952381
5,9998060.595327443,2663.867377613602,375.81710328092396,0.0,0.15,0.06,0.003,2.380952380952381
6,9997818.550847981,40.759557902368215,472.65484775848165,219.8436924748368,0.15,0.06,0.003,2.380952380952381
7,9997554.520653911,1547.6273433640463,578.2913640351492,52.34530135919489,0.15,0.06,0.003,2.380952380952381
8,9997266.509527637,2863.1308424232748,693.5256543054146,0.0,0.15,0.06,0.003,2.380952380952381
9,9996952.341510762,1600.1344807190328,819.229196622321,160.78450427054554,0.15,0.06,0.003,2.380952380952381
10,9996609.643614465,1926.1494678017837,956.3524952589736,0.0,0.15,0.06,0.003,2.380952380952381
11,9996235.82805511,2538.7650243237495,1105.932227656212,117.7514373923333,0.15,0.06,0.003,2.380952380952381
12,9995828.072899368,3849.9904402058855,1269.0990354228754,128.8359615309863,0.15,0.06,0.003,2.380952380952381
13,9995383.300979055,2664.3165554010498,1447.0860168831352,0.0,0.15,0.06,0.003,2.380952380952381
14,9994898.157008328,3077.685573715371,1641.2379489293958,219.06640442166156,0.15,0.06,0.003,2.380952380952381
15,9994368.982474633,3391.0135539103903,1853.0214146014814,0.0,0.15,0.06,0.003,2.380952380952381
16,9993791.788516322,5514.788664519155,2084.0357495728126,0.0,0.15,0.06,0.003,2.380952380952381
17,9993162.226257376,5866.789549501101,2336.0250257172106,0.0,0.15,0.06,0.003,2.380952380952381
18,9992475.554636268,5463.391490333952,2610.891058695355,70.51136548985099,0.15,0.06,0.003,2.380952380952381
19,9991726.605305549,5478.844995368805,2910.707614033701,164.51258187789705,0.15,0.06,0.003,2.380952380952381
20,9990909.744504217,6190.299364296211,3237.7358550863846,27.87350290402017,0.15,0.06,0.003,2.380952380952381
21,9990018.831575682,7217.176910443996,3594.441170906397,308.91929920115706,0.15,0.06,0.003,2.380952380952381
22,9989047.173897991,6135.985564855108,3983.5114823963836,242.79484950854507,0.15,0.06,0.003,2.380952380952381
23,9987987.477886047,8181.033616523193,4407.877173101987,99.87333681796923,0.15,0.06,0.003,2.380952380952381
24,9986831.795756975,7204.26180578752,4870.732777739508,397.742403969109,0.15,0.06,0.003,2.380952380952381
25,9985571.467737159,8352.031133814482,5375.5605676162995,470.17832174640125,0.15,0.06,0.003,2.380952380952381
26,9984197.0593391,10195.162591715032,5926.156195284994,279.18984529881783,0.15,0.06,0.003,2.380952380952381
27,9982698.29328606,9480.593713248472,6526.656587264648,289.0416155951472,0.15,0.06,0.003,2.380952380952381
28,9981063.97569097,11300.460116494196,7181.5702577560805,51.39803175452005,0.15,0.06,0.003,2.380952380952381
29,9979281.916054241,11843.528188190547,7895.810245259123,324.1028950203532,0.15,0.06,0.003,2.380952380952381
30,9977338.839733323,13379.476979715255,8674.730226200783,383.17141146724634,0.05,0.06,0.003,0.7936507936507937
31,9976667.177273856,11479.689557118389,9482.582996195553,516.6929526061524,0.05,0.06,0.003,0.7936507936507937
32,9976004.311589062,12001.332087329105,10279.90862999695,484.77998305747064,0.05,0.06,0.003,0.7936507936507937
33,9975350.129065473,12555.426067617076,11066.841698555178,595.6712868278292,0.05,0.06,0.003,0.7936507936507937
34,9974704.51751485,13488.272312968867,11843.515121002582,858.2808757705371,0.05,0.06,0.003,0.7936507936507937
35,9974067.366157535,12574.409090563506,12610.060183019648,538.5834815706107,0.05,0.06,0.003,0.7936507936507937
36,9973438.565605791,12528.426002537572,13366.606555207352,583.1656937472854,0.05,0.06,0.003,0.7936507936507937
37,9972818.007848052,12829.409300006979,14113.282310578317,478.57474854362636,0.05,0.06,0.003,0.7936507936507937
38,9972205.586232992,11605.6848024262,14850.213942240238,741.0084422870051,0.05,0.06,0.003,0.7936507936507937
39,9971601.195451306,12234.597556072069,15577.526383259037,948.3154567788229,0.05,0.06,0.003,0.7936507936507937
40,9971004.731520373,11339.414024757534,16295.343023778267,511.02441312482597,0.05,0.06,0.003,0.7936507936507937
41,9970416.091768231,10559.204457877602,17003.785728774812,734.6889477945585,0.05,0.06,0.003,0.7936507936507937
42,9969835.174817719,11311.814328549235,17702.97485567672,891.3830249433156,0.05,0.06,0.003,0.7936507936507937
43,9969261.880570777,11814.26944373092,18393.02927182051,1067.1113172725277,0.05,0.06,0.003,0.7936507936507937
44,9968696.110193025,11505.5597987782,19074.06637163941,1020.1164440049122,0.05,0.06,0.003,0.7936507936507937
45,9968137.766107218,11120.704950267082,19746.20208496529,1043.765410918237,0.05,0.06,0.003,0.7936507936507937
46,9967586.751971593,12604.36924584861,20409.55090048511,981.5679833239132,0.05,0.06,0.003,0.7936507936507937
47,9967042.97266064,11119.39375639964,21064.22588677638,1136.7977740579427,0.05,0.06,0.003,0.7936507936507937
48,9966506.334254365,11361.035562273291,21710.338704837955,1261.4592889889504,0.05,0.06,0.003,0.7936507936507937
49,9965976.744023923,12074.499907634408,22347.999624277363,820.9562422302324,0.05,0.06,0.003,0.7936507936507937
50,9965454.11041741,9542.789077031764,22977.317539320688,1275.238491023761,0.05,0.06,0.003,0.7936507936507937
51,9964938.343045883,9579.418057508712,23598.399984644882,1162.789006260819,0.05,0.06,0.003,0.7936507936507937
52,9964429.352668874,11330.32639166249,24211.353151399282,1118.635161063418,0.05,0.06,0.003,0.7936507936507937
53,9963927.051175542,9475.057840141917,24816.281905643835,817.0352740354199,0.05,0.06,0.003,0.7936507936507937
54,9963431.351578249,9904.808518256703,25413.289799673126,1031.2271134497148,0.05,0.06,0.003,0.7936507936507937
55,9962942.167997926,10479.834540733804,26002.479087914235,1594.671279657421,0.05,0.06,0.003,0.7936507936507937
56,9962459.415649924,10231.009607741387,26583.95074249096,1209.7610926454447,0.05,0.06,0.003,0.7936507936507937
57,9961983.01083094,10690.466207715073,27157.804468085833,1169.724946721595,0.05,0.06,0.003,0.7936507936507937
58,9961512.870906156,10390.283772277648,27724.138716629754,1307.0347485425389,0.05,0.06,0.003,0.7936507936507937
59,9961048.914296526,9978.540022305084,28283.050701819328,1284.8984148710836,0.05,0.06,0.003,0.7936507936507937
60,9960591.060461378,8608.957080984177,28834.636417201524,1463.3032166587636,0.05,0.06,0.003,0.7936507936507937
61,9960139.229877938,9551.456439405718,29378.990656547518,1732.085584908036,0.05,0.06,0.003,0.7936507936507937
62,9959693.34404756,9107.600189268856,29916.207013797542,1394.055252623198,0.05,0.06,0.003,0.7936507936507937
63,9959253.32547589,7879.25426023027,30446.377902889184,1549.0822301712255,0.05,0.06,0.003,0.7936507936507937
64,9958819.097660083,9623.23901996405,30969.594572147005,1349.4786144318684,0.05,0.06,0.003,0.7936507936507937
65,9958390.585076744,9096.1819171924,31485.947118091717,1837.9872286056611,0.05,0.06,0.003,0.7936507936507937
66,9957967.713170016,8467.811762004727,31995.52449909451,1632.5679245221402,0.05,0.06,0.003,0.7936507936507937
67,9957550.408339823,8168.305120523966,32498.414548878292,1437.2671001925921,0.05,0.06,0.003,0.7936507936507937
68,9957138.597926028,7404.952473393721,32994.703992465125,1806.597228312723,0.05,0.06,0.003,0.7936507936507937
69,9956732.210198648,8244.291851119078,33484.47845834511,1882.3752026142056,0.05,0.06,0.003,0.7936507936507937
70,9956331.17435064,8320.042627041892,33967.82248901097,1726.397536598482,0.05,0.06,0.003,0.7936507936507937
71,9955935.42048396,7334.299543870041,34444.819555556925,1437.8692368456373,0.05,0.06,0.003,0.7936507936507937
72,9955544.879598401,8581.340492352168,34915.55207050875,2055.435101623337,0.05,0.06,0.003,0.7936507936507937
73,9955159.483580599,6947.907117457392,35380.10140050465,1822.7992899970839,0.05,0.06,0.003,0.7936507936507937
74,9954779.165193148,6151.6731152929015,35838.54787882729,1994.9557835338358,0.05,0.06,0.003,0.7936507936507937
75,9954403.858063547,8195.177708367717,36290.97081802545,1718.9899526468605,0.05,0.06,0.003,0.7936507936507937
76,9954033.49666858,7118.847564802335,36737.44852561293,1767.7266478645063,0.05,0.06,0.003,0.7936507936507937
77,9953668.016329689,7209.620425271345,37178.05831216338,1878.0622428500956,0.05,0.06,0.003,0.7936507936507937
78,9953307.353202395,6631.596095490593,37612.876503442305,2073.7757998000648,0.05,0.06,0.003,0.7936507936507937
79,9952951.444264796,6016.222303652996,38041.97845313219,1926.9021424082255,0.05,0.06,0.003,0.7936507936507937
80,9952600.227307409,7861.654582582211,38465.43855457889,1705.2600450616465,0.05,0.06,0.003,0.7936507936507937
81,9952253.640923154,6452.060800839316,38883.33025239488,1989.6114691922137,0.05,0.06,0.003,0.7936507936507937
82,9951911.62449747,7953.382147833159,39295.72605391946,2247.447235329693,0.05,0.06,0.003,0.7936507936507937
83,9951574.118197192,7285.109405679895,39702.697541611575,1996.5497128274696,0.05,0.06,0.003,0.7936507936507937
84,9951241.06295685,6436.114851412226,40104.31538745049,2027.659135669061,0.05,0.06,0.003,0.7936507936507937
85,9950912.400476573,5826.072575109422,40500.64935815444,1806.0301339720718,0.05,0.06,0.003,0.7936507936507937
86,9950588.07321009,5979.228403943558,40891.76832816737,1801.2242664898201,0.05,0.06,0.003,0.7936507936507937
87,9950268.024354953,5568.700620020547,41277.74029084478,1953.272180378543,0.05,0.06,0.003,0.7936507936507937
88,9949952.197843319,7720.538555191029,41658.63236918456,2026.293480502204,0.05,0.06,0.003,0.7936507936507937
89,9949640.538332839,6334.656379260165,42034.51082642174,2119.776039744389,0.05,0.06,0.003,0.7936507936507937
90,9949332.991197677,6920.7148326925535,42405.441076487106,2149.0591473018226,0.05,0.06,0.003,0.7936507936507937
91,9949029.502515279,5201.63370601992,42771.48769810382,2416.4431845626805,0.05,0.06,0.003,0.7936507936507937
92,9948730.019057829,6103.306456592713,43132.71444480784,2166.8157148678547,0.05,0.06,0.003,0.7936507936507937
93,9948434.488291297,6700.028341657855,43489.18424843759,2359.0952334616927,0.05,0.06,0.003,0.7936507936507937
94,9948142.858362539,5597.119533686709,43840.95923285665,2185.225848644008,0.05,0.06,0.003,0.7936507936507937
95,9947855.078090817,6446.135061904267,44188.10072384634,2460.733573843215,0.05,0.06,0.003,0.7936507936507937
96,9947571.096959475,4936.759492585421,44530.66925884516,1902.092099564324,0.05,0.06,0.003,0.7936507936507937
97,9947290.865107734,4673.038466882489,44868.72459655637,2139.5795079887835,0.05,0.06,0.003,0.7936507936507937
98,9947014.333322601,5780.31967566578,45202.325726423696,2430.6344242852847,0.05,0.06,0.003,0.7936507936507937
99,9946741.453030918,5193.496446644016,45531.53087797517,2246.8112974588475,0.05,0.06,0.003,0.7936507936507937
100,9946472.176291276,5813.68482359276,45856.397530249276,2454.4041072596474,0.05,0.06,0.003,0.7936507936507937
101,9946206.455771225,3967.4272242201682,46176.98243429059,2375.6431442661574,0.05,0.06,0.003,0.7936507936507937
102,9945944.244753579,5720.401772011281,46493.3416097297,2488.7400230941403,0.05,0.06,0.003,0.7936507936507937
103,9945685.497134874,6929.396840484071,46805.53034831774,2446.6199721013622,0.05,0.06,0.003,0.7936507936507937
104,9945430.167411072,5083.86177972795,47113.60322879587,2472.5321038789552,0.05,0.06,0.003,0.7936507936507937
105,9945178.210670082,5056.4303884332485,47417.61412567495,2629.763786533038,0.05,0.06,0.003,0.7936507936507937
106,9944929.582584376,5088.589343764715,47717.61621789342,2556.9957633051863,0.05,0.06,0.003,0.7936507936507937
107,9944684.239403736,3639.676190684647,48013.66199735373,2573.0699891046047,0.05,0.06,0.003,0.7936507936507937
108,9944442.137948103,5125.540350999896,48305.80327733699,2418.832025965346,0.05,0.06,0.003,0.7936507936507937
109,9944203.235600535,3685.0873261561096,48594.09120079602,2328.7761330612657,0.05,0.06,0.003,0.7936507936507937
110,9943967.4902989,4420.194112657179,48878.57624984426,2329.5207378983973,0.05,0.06,0.003,0.7936507936507937
111,9943734.860514615,5490.0773095160575,49159.30826761158,2588.2251531964216,0.05,0.06,0.003,0.7936507936507937
112,9943505.305266054,4088.3329604858577,49436.33644693686,2048.838562949238,0.05,0.06,0.003,0.7936507936507937
113,9943278.78410901,4865.684779808137,49709.70934099989,2258.740789295542,0.05,0.06,0.003,0.7936507936507937
114,9943055.257126631,5152.56135639956,49979.47487440981,2331.8866177612767,0.05,0.06,0.003,0.7936507936507937
115,9942834.68492283,4596.235178467632,50245.68035098739,2469.3313197310945,0.05,0.06,0.003,0.7936507936507937
116,9942617.028615763,3420.1780767519817,50508.37246143555,2068.966262540057,0.05,0.06,0.003,0.7936507936507937
117,9942402.24983145,4066.4762374613924,50767.597290897946,2756.719153474452,0.05,0.06,0.003,0.7936507936507937
118,9942190.310697442,5562.88403087665,51023.4003264057,2655.277124115982,0.05,0.06,0.003,0.7936507936507937
119,9941981.173836641,2806.9671455115686,51275.82646421232,2908.0393380889664,0.05,0.06,0.003,0.7936507936507937
120,9941774.802357629,3937.1494545169376,51524.92002054517,2760.4989816975744,0.05,0.06,0.003,0.7936507936507937
121,9941571.159837367,3695.451600809449,51770.724749930254,2767.267057439479,0.05,0.06,0.003,0.7936507936507937
122,9941370.210337419,4097.664241151054,52013.28383023872,2991.069123258994,0.05,0.06,0.003,0.7936507936507937
123,9941171.918390278,4469.826586132777,52252.63987738956,2513.592927448363,0.05,0.06,0.003,0.7936507936507937
124,9940976.248992052,5000.579090177644,52488.83495371698,2363.650071918002,0.05,0.06,0.003,0.7936507936507937
125,9940783.167596648,3675.707460218405,52721.9105748585,2595.7905393674278,0.05,0.06,0.003,0.7936507936507937
126,9940592.64011003,4358.327441909414,52951.90771654125,2504.4912864217886,0.05,0.06,0.003,0.7936507936507937
127,9940404.632884575,4096.198204470401,53178.86682126623,2614.3906403380633,0.05,0.06,0.003,0.7936507936507937
128,9940219.112713516,4029.3522690672125,53402.827804890585,2487.9691595201475,0.05,0.06,0.003,0.7936507936507937
129,9940036.046825482,3276.7971973643093,53623.83006310799,2779.696652683091,0.05,0.06,0.003,0.7936507936507937
130,9939855.402872745,2934.7694078292684,53841.912484384135,2781.0782372759036,0.05,0.06,0.003,0.7936507936507937
131,9939677.148921985,2817.454585983386,54057.11346030247,2698.185648547772,0.05,0.06,0.003,0.7936507936507937
132,9939501.253466506,3003.2140323207636,54269.470873827064,2767.520840541246,0.05,0.06,0.003,0.7936507936507937
133,9939327.685412427,3687.327346279006,54479.02211433058,2699.3108182364113,0.05,0.06,0.003,0.7936507936507937
134,9939156.414073223,3939.137334348836,54685.80408403522,2864.7388555774437,0.05,0.06,0.003,0.7936507936507937
135,9938987.40916458,3597.438679176643,54889.85320409736,2756.5726271459316,0.05,0.06,0.003,0.7936507936507937
136,9938820.640799347,2961.6025000185373,55091.20542059982,2708.515758340961,0.05,0.06,0.003,0.7936507936507937
137,9938656.07948258,4513.317467579534,55289.89621045155,2925.741634382446,0.05,0.06,0.003,0.7936507936507937
138,9938493.696106637,4275.281292256863,55485.96058719479,2993.001580991013,0.05,0.06,0.003,0.7936507936507937
139,9938333.461946368,2963.2505396816223,55679.433106738485,3015.967981025454,0.05,0.06,0.003,0.7936507936507937
140,9938175.34864454,2602.800403514924,55870.347883390095,2621.743172929338,0.05,0.06,0.003,0.7936507936507937
141,9938019.328213245,3207.234436648135,56058.73858898398,2710.2310833385814,0.05,0.06,0.003,0.7936507936507937
142,9937865.373037722,3936.522097661678,56244.638449455575,2517.088393338047,0.05,0.06,0.003,0.7936507936507937
143,9937713.45586551,3262.5529524165177,56428.0802569201,2780.022242051535,0.05,0.06,0.003,0.7936507936507937
144,9937563.549801856,3374.0357058422615,56609.09637512484,2902.636148787675,0.05,0.06,0.003,0.7936507936507937
145,9937415.628305199,2813.554167695107,56787.718744818085,2816.350088119939,0.05,0.06,0.003,0.7936507936507937
146,9937269.665182728,3227.341964228148,56963.97888903453,3183.1266242113543,0.05,0.06,0.003,0.7936507936507937
147,9937125.63458601,3926.198979410223,57137.90791829726,2786.4973230800683,0.05,0.06,0.003,0.7936507936507937
148,9936983.511006694,2679.06775358412,57309.53653573629,2676.6628426983466,0.05,0.06,0.003,0.7936507936507937
149,9936843.269272845,2901.0012225078353,57478.89504151845,2972.5581655313563,0.05,0.06,0.003,0.7936507936507937
150,9936704.884528782,2938.796294351682,57646.013355074785,2908.3083673402634,0.05,0.06,0.003,0.7936507936507937
151,9936568.332252821,2922.4628405939734,57810.92099642077,2985.8877059014285,0.05,0.06,0.003,0.7936507936507937
152,9936433.588246642,1737.337438625953,57973.647098092144,2951.377769415271,0.05,0.06,0.003,0.7936507936507937
153,9936300.628629996,1386.6086537454541,58134.22041131096,2948.9949182880327,0.05,0.06,0.003,0.7936507936507937
154,9936169.429836653,1932.3137529068701,58292.66931081208,2546.496986030892,0.05,0.06,0.003,0.7936507936507937
155,9936039.968610413,2702.3620230220495,58449.02179958905,2796.498490207327,0.05,0.06,0.003,0.7936507936507937
156,9935912.222001195,2929.619353416594,58603.305513560146,2827.7668157823427,0.05,0.06,0.003,0.7936507936507937
157,9935786.167361187,2160.904042728944,58755.547726155564,2877.41907985735,0.05,0.06,0.003,0.7936507936507937
158,9935661.782341069,3420.4309672607897,58905.77535282649,2867.510222619541,0.05,0.06,0.003,0.7936507936507937
159,9935539.044884538,2357.2184051320546,59054.014957415064,3024.308779528238,0.05,0.06,0.003,0.7936507936507937
160,9935417.933215184,2435.526204436107,59200.292766918945,3064.2444304438586,0.05,0.06,0.003,0.7936507936507937
161,9935298.425848868,2258.271115304225,59344.63465824415,2770.935956585965,0.05,0.06,0.003,0.7936507936507937
162,9935180.501585644,2448.9001409036177,59487.06616741718,3093.4872147445913,0.05,0.06,0.003,0.7936507936507937
163,9935064.139504533,2804.243436249358,59627.61249566598,3082.988660343782,0.05,0.06,0.003,0.7936507936507937
164,9934949.31895995,2747.137452699667,59766.29851369482,3069.107953350474,0.05,0.06,0.003,0.7936507936507937
165,9934836.01957814,1656.8716789744753,59903.14876590241,2749.2077799741105,0.05,0.06,0.003,0.7936507936507937
