day,S,I,R,D,beta,gamma,mu,R0
0,99900.0,12.155002483848236,0.0,44.065261416371904,0.15,0.06,0.003,2.380952380952381
1,99884.34630944334,43.567856496260305,6.268235075686236,0.0,0.15,0.06,0.003,2.380952380952381
2,99867.27551517308,200.29404028828736,13.105043374273464,0.0,0.15,0.06,0.003,2.380952380952381
3,99848.66008306417,204.52121837776951,20.561807248985733,0.0,0.15,0.06,0.003,2.380952380952381
4,99828.36114418198,319.07351338396643,28.694516293379,0.0,0.15,0.06,0.003,2.380952380952381
5,99806.22751419338,368.5870921822248,37.564173697258305,11.2544361815553,0.15,0.06,0.003,2.380952380952381
6,99782.09463408956,208.0085418501535,47.23723672230324,0.0,0.15,0.06,0.003,2.380952380952381
7,99755.78342490036,242.63886191184048,57.786094761599976,46.43753856614792,0.15,0.06,0.003,2.380952380952381
8,99727.09905187522,154.67991406675822,69.28958734915852,0.0,0.15,0.06,0.003,2.380952380952381
9,99695.82959192728,176.7988686759858,81.83356534465094,10.740646111189399,0.15,0.06,0.003,2.380952380952381
10,99661.74459936336,0.0,95.51149794784223,46.952241587644686,0.15,0.06,0.003,2.380952380952381
11,99624.59356533222,110.85815669483597,110.42512820473853,12.859623882709222,0.15,0.06,0.003,2.380952380952381
12,99584.10425546189,136.6916739018468,126.68518548653002,10.136925533251032,0.15,0.06,0.003,2.380952380952381
13,99539.98093820621,339.65877751346505,144.41214922798505,25.04909294094059,0.15,0.06,0.003,2.380952380952381
14,99491.9024795921,293.4258026239991,163.73707700323155,0.0,0.15,0.06,0.003,2.380952380952381
15,99439.52031684523,622.1249712393585,184.80249279007677,0.0,0.15,0.06,0.003,2.380952380952381
16,99382.45629050744,651.263738850432,207.763346189734,11.104376050517823,0.15,0.06,0.003,2.380952380952381
17,99320.30034375502,556.2788738852965,232.78804139597827,4.735147909886822,0.15,0.06,0.003,2.380952380952381
18,99252.60808321025,597.4462971572204,260.0595415086634,0.0,0.15,0.06,0.003,2.380952380952381
19,99178.898198927,669.030432404543,289.77655142236614,39.45154559035929,0.15,0.06,0.003,2.380952380952381
20,99098.64975102017,549.1236238244436,322.1547822879135,35.628036727208595,0.15,0.06,0.003,2.380952380952381
21,99011.29932055414,601.7319701681805,357.4283007479255,0.0,0.15,0.06,0.003,2.380952380952381
22,98916.23803615189,540.3883598698161,395.8509653147729,0.0,0.15,0.06,0.003,2.380952380952381
23,98812.80849089945,677.1126966933347,437.6979504595766,14.484907964649349,0.15,0.06,0.003,2.380952380952381
24,98700.30155204532,942.1372614310702,483.26736170628527,48.88477961682845,0.15,0.06,0.003,2.380952380952381
25,98577.95310741237,880.4509153974109,532.8819374589041,28.98350370520835,0.15,0.06,0.003,2.380952380952381
26,98444.94075073657,890.5778323791725,586.8908399741347,28.233336591014226,0.15,0.06,0.003,2.380952380952381
27,98300.38045635732,982.0779597988881,645.6715298327729,17.39062726677912,0.15,0.06,0.003,2.380952380952381
28,98143.32329280897,1125.7157824532526,709.6317163033758,40.312145512834185,0.15,0.06,0.003,2.380952380952381
29,97972.75219697856,1359.1770806107584,779.2113831559453,72.1043636094133,0.15,0.06,0.003,2.380952380952381
30,97787.57893054814,1142.6161163090517,854.8848740041841,23.004158418842614,0.05,0.06,0.003,0.7936507936507937
31,97723.7662164659,1260.2793150664213,933.218180034703,2.5805466543033404,0.05,0.06,0.003,0.7936507936507937
32,97660.89011851826,1391.8435382054595,1010.4517986371834,65.66062144914352,0.05,0.06,0.003,0.7936507936507937
33,97598.93826518221,1070.8176988056632,1086.5987735446768,23.419956006547363,0.05,0.06,0.003,0.7936507936507937
34,97537.89841197165,1416.5291889870946,1161.6720674345588,13.597540330878175,0.05,0.06,0.003,0.7936507936507937
35,97477.7584337969,1115.2367984659527,1235.6845609269267,85.54140259598255,0.05,0.06,0.003,0.7936507936507937
36,97418.50632539218,1295.5418241444168,1308.649050141839,77.31021752981994,0.05,0.06,0.003,0.7936507936507937
37,97360.1302012448,1201.615416556339,1380.5782440395803,39.0861986530622,0.05,0.06,0.003,0.7936507936507937
38,97302.61829634229,1219.9961236305573,1451.4847625321702,98.30670313811552,0.05,0.06,0.003,0.7936507936507937
39,97245.95896661867,997.17198139337,1521.3811343127986,67.99089570874509,0.05,0.06,0.003,0.7936507936507937
40,97190.1406881678,1155.8902878834394,1590.2797969013698,119.55247383574329,0.05,0.06,0.003,0.7936507936507937
41,97135.15205565888,1076.5598995258774,1658.1930986480672,53.94185869990439,0.05,0.06,0.003,0.7936507936507937
42,97080.98178536737,1265.394893892964,1725.1332908476425,70.54440903494945,0.05,0.06,0.003,0.7936507936507937
43,97027.61871428716,1020.5718643995956,1791.1125282263695,84.95389575983164,0.05,0.06,0.003,0.7936507936507937
44,96975.05179802082,1074.453913929208,1856.1428714301053,86.34657520721149,0.05,0.06,0.003,0.7936507936507937
45,96923.27011199982,1022.1866753249985,1920.2362833262484,98.70562383774453,0.05,0.06,0.003,0.7936507936507937
46,96872.26285203022,1096.3296640016895,1983.4046265560382,115.92481692940498,0.05,0.06,0.003,0.7936507936507937
47,96822.01933317397,1188.0274812842383,2045.6596641135052,95.78336366408335,0.05,0.06,0.003,0.7936507936507937
48,96772.52898803398,1017.2378416576271,2107.0130609294465,166.50726648265214,0.05,0.06,0.003,0.7936507936507937
49,96723.7813686693,1058.9334771878478,2167.4763790710904,112.94470166537978,0.05,0.06,0.003,0.7936507936507937
50,96675.766145653,850.2503852894355,2227.061077974716,109.76866148160491,0.05,0.06,0.003,0.7936507936507937
51,96628.4731066708,980.2859870342033,2285.7785155554056,101.88948176597935,0.05,0.06,0.003,0.7936507936507937
52,96581.89215598081,797.7423512816911,2343.639947747533,174.59355889584037,0.05,0.06,0.003,0.7936507936507937
53,96536.0133154921,825.38458761464,2400.656525087444,121.29808623183017,0.05,0.06,0.003,0.7936507936507937
54,96490.82672331823,1093.4135374858163,2456.839293950961,108.6458399835672,0.05,0.06,0.003,0.7936507936507937
55,96446.3226321002,905.4452239079089,2512.199198326198,107.10951842239169,0.05,0.06,0.003,0.7936507936507937
56,96402.49141010412,818.6855317494524,2566.7470761939835,122.12013625438641,0.05,0.06,0.003,0.7936507936507937
57,96359.32354019482,890.9728540821454,2620.4936600275305,120.59476918059397,0.05,0.06,0.003,0.7936507936507937
58,96316.80961908617,692.3573912463536,2673.4495767572835,69.50625663818728,0.05,0.06,0.003,0.7936507936507937
59,96274.9403563146,1090.1039204656174,2725.625348488403,134.53907343389176,0.05,0.06,0.003,0.7936507936507937
60,96233.70657360378,785.738875244183,2777.031392121596,149.46395540052006,0.05,0.06,0.003,0.7936507936507937
61,96193.09920407829,871.2616122355287,2827.678019328839,160.34174523730405,0.05,0.06,0.003,0.7936507936507937
62,96153.10929124405,790.1779929623241,2877.5754371040493,184.96436457769164,0.05,0.06,0.003,0.7936507936507937
63,96113.72798906366,804.451412500246,2926.7337463526596,201.28059660304334,0.05,0.06,0.003,0.7936507936507937
64,96074.94656253216,667.3318428576385,2975.162939622899,207.93469852085127,0.05,0.06,0.003,0.7936507936507937
65,96036.75638415547,746.347298823369,3022.8729059702014,165.58545838595577,0.05,0.06,0.003,0.7936507936507937
66,95999.14893406266,865.7157001158413,3069.8734295172612,121.2889151968686,0.05,0.06,0.003,0.7936507936507937
67,95962.11579923015,682.5901061426074,3116.1741895704586,181.84698313917778,0.05,0.06,0.003,0.7936507936507937
68,95925.64867350667,736.657097586191,3161.784759364866,169.41081727362197,0.05,0.06,0.003,0.7936507936507937
69,95889.73935589894,981.6703374403328,3206.714607826437,170.91427709886736,0.05,0.06,0.003,0.7936507936507937
70,95854.37974971998,742.6737934016917,3250.973099855419,133.6204967010814,0.05,0.06,0.003,0.7936507936507937
71,95819.56186181931,605.1173102627298,3294.569496480627,132.50734798031337,0.05,0.06,0.003,0.7936507936507937
72,95785.2778019551,861.8858555201407,3337.5129548384125,168.89722545984378,0.05,0.06,0.003,0.7936507936507937
73,95751.51978192989,811.9521823745004,3379.8125285292062,169.87634702886132,0.05,0.06,0.003,0.7936507936507937
74,95718.28011435641,804.4042017715448,3421.4771685548953,189.6181747790917,0.05,0.06,0.003,0.7936507936507937
75,95685.55121188624,717.157521105748,3462.5157235652264,159.01952099678866,0.05,0.06,0.003,0.7936507936507937
76,95653.32558634502,701.3585233783026,3502.9369402600246,205.96180884759863,0.05,0.06,0.003,0.7936507936507937
77,95621.59584810295,840.6694067580878,3542.7494634399627,183.63248605103072,0.05,0.06,0.003,0.7936507936507937
78,95590.35470478098,616.0325009319394,3581.9618371097686,175.85240572005534,0.05,0.06,0.003,0.7936507936507937
79,95559.59496040198,771.6366016720305,3620.5825049021673,148.6259085671179,0.05,0.06,0.003,0.7936507936507937
80,95529.30951446957,669.539759657549,3658.619810629923,204.24047950872216,0.05,0.06,0.003,0.7936507936507937
81,95499.49136123157,725.614504587022,3696.0819985276344,170.02138829553797,0.05,0.06,0.003,0.7936507936507937
82,95470.13358860873,619.6698330030255,3732.9772140875557,172.6900392831077,0.05,0.06,0.003,0.7936507936507937
83,95441.22937719311,568.5191489455677,3769.3135047884307,180.02360775462253,0.05,0.06,0.003,0.7936507936507937
84,95412.77199933803,490.19347276905427,3805.098820679321,270.67404713241723,0.05,0.06,0.003,0.7936507936507937
85,95384.75481832417,469.5984993203545,3840.341014846384,205.1106153649703,0.05,0.06,0.003,0.7936507936507937
86,95357.17128757646,723.1065443008348,3875.0478438061346,194.1017580337288,0.05,0.06,0.003,0.7936507936507937
87,95330.01494933352,461.4384451043347,3909.2269688556908,229.51270068903693,0.05,0.06,0.003,0.7936507936507937
88,95303.2794338417,629.1675829931633,3942.8859565327916,266.67570430347604,0.05,0.06,0.003,0.7936507936507937
89,95276.95845840502,510.5917193333396,3976.0322793383434,224.8058571826843,0.05,0.06,0.003,0.7936507936507937
90,95251.04582642576,438.97553100351615,4008.6733164882135,233.91685782208413,0.05,0.06,0.003,0.7936507936507937
91,95225.53542649065,675.5040944381035,4040.816354598037,182.52604108421656,0.05,0.06,0.003,0.7936507936507937
92,95200.42123195935,734.3671933820858,4072.468587484127,226.89596022969417,0.05,0.06,0.003,0.7936507936507937
93,95175.69729946456,264.23744299260136,4103.637117922361,202.82726919426094,0.05,0.06,0.003,0.7936507936507937
94,95151.35776802468,524.5663732925505,4134.328958327007,233.17201438058612,0.05,0.06,0.003,0.7936507936507937
95,95127.39685824006,582.1567882296029,4164.551031293903,169.0143072094284,0.05,0.06,0.003,0.7936507936507937
96,95103.80887139791,503.0978367363518,4194.310170320913,252.21154582271976,0.05,0.06,0.003,0.7936507936507937
97,95080.5881885881,789.9968686120105,4223.613120523004,166.74799356830266,0.05,0.06,0.003,0.7936507936507937
98,95057.72926939615,777.567663536986,4252.466540024075,212.7404551779283,0.05,0.06,0.003,0.7936507936507937
99,95035.22665096042,522.0293709961505,4280.877000787057,222.57166620785722,0.05,0.06,0.003,0.7936507936507937
100,95013.07494770171,365.3345206766966,4308.850988396863,209.6385085991811,0.05,0.06,0.003,0.7936507936507937
101,94991.26885012446,343.31520059445194,4336.394903315239,231.71411425041282,0.05,0.06,0.003,0.7936507936507937
102,94969.80312393802,180.35132829476316,4363.515061642728,221.9839138219948,0.05,0.06,0.003,0.7936507936507937
103,94948.67260918848,595.9941901725881,4390.217695874392,225.88021404812508,0.05,0.06,0.003,0.7936507936507937
104,94927.87221929028,309.7642708639343,4416.508955835056,199.9199163282351,0.05,0.06,0.003,0.7936507936507937
105,94907.3969396324,518.8768203973852,4442.39491034021,208.37455029521982,0.05,0.06,0.003,0.7936507936507937
106,94887.24182744375,522.0591795376248,4467.881546754203,192.83865917846614,0.05,0.06,0.003,0.7936507936507937
107,94867.40201074352,352.90994978387965,4492.974772095621,198.91560583031713,0.05,0.06,0.003,0.7936507936507937
108,94847.87268742282,304.78300476395896,4517.680413933015,312.44179937104184,0.05,0.06,0.003,0.7936507936507937
109,94828.64912439263,392.8778305221082,4542.004221180172,228.11131463265508,0.05,0.06,0.003,0.7936507936507937
110,94809.72665673764,364.6575183006177,4565.951864892058,219.43798017529758,0.05,0.06,0.003,0.7936507936507937
111,94791.10068667108,531.572353563407,4589.528939391402,177.9821460362939,0.05,0.06,0.003,0.7936507936507937
112,94772.76668281798,665.648355784663,4612.740962875833,218.53789549776704,0.05,0.06,0.003,0.7936507936507937
113,94754.72017949,424.19903596186873,4635.5933780479645,214.8567502828753,0.05,0.06,0.003,0.7936507936507937
114,94736.95677577933,495.70329305000354,4658.0915530468665,240.71086967340784,0.05,0.06,0.003,0.7936507936507937
