day,S,I,R,D,beta,gamma,mu,R0
0,99900.0,100.0,0.0,0.0,0.15,0.06,0.003,2.380952380952381
1,99884.34630944334,109.07204372716883,6.268235075686236,0.313411753784317,0.15,0.06,0.003,2.380952380952381
2,99867.27551517308,118.96418928391579,13.105043374273464,0.6552521687136849,0.15,0.06,0.003,2.380952380952381
3,99848.66008306417,129.7500193243689,20.561807248985733,1.0280903624493256,0.15,0.06,0.003,2.380952380952381
4,99828.36114418198,141.50961370994483,28.694516293379,1.4347258146690076,0.15,0.06,0.003,2.380952380952381
5,99806.22751419338,154.33010342447707,37.564173697258305,1.8782086848629764,0.15,0.06,0.003,2.380952380952381
6,99782.09463408956,168.30626735200593,47.23723672230324,2.3618618361152235,0.15,0.06,0.003,2.380952380952381
7,99755.78342490036,183.54117559994535,57.786094761599976,2.8893047380800603,0.15,0.06,0.003,2.380952380952381
8,99727.09905187522,200.1468814081373,69.28958734915852,3.464479367457988,0.15,0.06,0.003,2.380952380952381
9,99695.82959192728,218.24516446082643,81.83356534465094,4.091678267232608,0.15,0.06,0.003,2.380952380952381
10,99661.74459936336,237.9683277913846,95.51149794784223,4.775574897392173,0.15,0.06,0.003,2.380952380952381
11,99624.59356533222,259.46005005278255,110.42512820473853,5.521256410236988,0.15,0.06,0.003,2.380952380952381
12,99584.10425546189,282.87629977722804,126.68518548653002,6.334259274326561,0.15,0.06,0.003,2.380952380952381
13,99539.98093820621,308.38630510439054,144.41214922798505,7.220607461399313,0.15,0.06,0.003,2.380952380952381
14,99491.9024795921,336.17358955449333,163.73707700323155,8.186853850161638,0.15,0.06,0.003,2.380952380952381
15,99439.52031684523,366.43706572516857,184.80249279007677,9.240124639503899,0.15,0.06,0.003,2.380952380952381
16,99382.45629050744,399.3921959933104,207.763346189734,10.38816730948676,0.15,0.06,0.003,2.380952380952381
17,99320.30034375502,435.27221277916794,232.78804139597827,11.639402069798972,0.15,0.06,0.003,2.380952380952381
18,99252.60808321025,474.3293982056201,260.0595415086634,13.002977075433229,0.15,0.06,0.003,2.380952380952381
19,99178.898198927,516.8364220794897,289.77655142236614,14.488827571118364,0.15,0.06,0.003,2.380952380952381
20,99098.64975102017,563.0877275774757,322.1547822879135,16.10773911439573,0.15,0.06,0.003,2.380952380952381
21,99011.29932055414,613.4009636605066,357.4283007479255,17.871415037396332,0.15,0.06,0.003,2.380952380952381
22,98916.23803615189,668.1184502675732,395.8509653147729,19.7925482657387,0.15,0.06,0.003,2.380952380952381
23,98812.80849089945,727.608661117968,437.6979504595766,21.884897522978882,0.15,0.06,0.003,2.380952380952381
24,98700.30155204532,792.2677181630532,483.26736170628527,24.163368085314314,0.15,0.06,0.003,2.380952380952381
25,98577.95310741237,862.5208582557631,532.8819374589041,26.644096872945255,0.15,0.06,0.003,2.380952380952381
26,98444.94075073657,938.8238672905645,586.8908399741347,29.344541998706784,0.15,0.06,0.003,2.380952380952381
27,98300.38045635732,1021.664437318245,645.6715298327729,32.2835764916387,0.15,0.06,0.003,2.380952380952381
28,98143.32329280897,1111.5634050724536,709.6317163033758,35.48158581516884,0.15,0.06,0.003,2.380952380952381
29,97972.75219697856,1209.0758507076807,779.2113831559453,38.960569157797316,0.15,0.06,0.003,2.380952380952381
30,97787.57893054814,1314.7919517474404,854.8848740041841,42.744243700209246,0.05,0.06,0.003,0.7936507936507937
31,97723.7662164659,1296.3546944976142,933.218180034703,46.66090900173518,0.05,0.06,0.003,0.7936507936507937
32,97660.89011851826,1278.1354929126599,1010.4517986371834,50.5225899318592,0.05,0.06,0.003,0.7936507936507937
