day,S,I,R,D,beta,gamma,mu,R0
0,99900.0,28.631081010485204,0.0,26.321137457424996,0.15,0.06,0.003,2.380952380952381
1,99884.34630944334,174.63713204117158,6.268235075686236,0.0,0.15,0.06,0.003,2.380952380952381
2,99867.27551517308,137.56708187173268,13.105043374273464,6.9873842223586,0.15,0.06,0.003,2.380952380952381
3,99848.66008306417,30.726810983407887,20.561807248985733,4.151048714373071,0.15,0.06,0.003,2.380952380952381
4,99828.36114418198,103.4726659815812,28.694516293379,0.0,0.15,0.06,0.003,2.380952380952381
5,99806.22751419338,262.89487681432695,37.564173697258305,0.0,0.15,0.06,0.003,2.380952380952381
6,99782.09463408956,8.777350417716832,47.23723672230324,19.43325138452108,0.15,0.06,0.003,2.380952380952381
7,99755.78342490036,155.34463197879842,57.786094761599976,4.927902344167711,0.15,0.06,0.003,2.380952380952381
8,99727.09905187522,283.36902162670236,69.28958734915852,0.0,0.15,0.06,0.003,2.380952380952381
9,99695.82959192728,161.2659992032017,81.83356534465094,14.516916346938967,0.15,0.06,0.003,2.380952380952381
10,99661.74459936336,193.33862537611114,95.51149794784223,0.0,0.15,0.06,0.003,2.380952380952381
11,99624.59356533222,253.2339205469564,110.42512820473853,10.955156320074826,0.15,0.06,0.003,2.380952380952381
12,99584.10425546189,380.9196536446199,126.68518548653002,12.022752634070217,0.15,0.06,0.003,2.380952380952381
13,99539.98093820621,266.3851449445731,144.41214922798505,0.0,0.15,0.06,0.003,2.380952380952381
14,99491.9024795921,306.98639419130814,163.73707700323155,20.106969967150903,0.15,0.06,0.003,2.380952380952381
15,99439.52031684523,337.8829876544455,184.80249279007677,0.0,0.15,0.06,0.003,2.380952380952381
16,99382.45629050744,544.4091519375602,207.763346189734,0.0,0.15,0.06,0.003,2.380952380952381
17,99320.30034375502,579.0306502779678,232.78804139597827,0.0,0.15,0.06,0.003,2.380952380952381
18,99252.60808321025,540.3354974082098,260.0595415086634,7.779772518038862,0.15,0.06,0.003,2.380952380952381
19,99178.898198927,542.2241605549609,289.77655142236614,16.139944359830093,0.15,0.06,0.003,2.380952380952381
20,99098.64975102017,611.5620410304682,322.1547822879135,4.4478746945736525,0.15,0.06,0.003,2.380952380952381
21,99011.29932055414,711.4010873017471,357.4283007479255,29.1122577265427,0.15,0.06,0.003,2.380952380952381
22,98916.23803615189,606.5971083501663,395.8509653147729,23.587655733748452,0.15,0.06,0.003,2.380952380952381
23,98812.80849089945,804.9071893534875,437.6979504595766,11.39897522380321,0.15,0.06,0.003,2.380952380952381
24,98700.30155204532,709.8381076426479,483.26736170628527,37.58008455889022,0.15,0.06,0.003,2.380952380952381
25,98577.95310741237,820.595331123734,532.8819374589041,44.1669867100526,0.15,0.06,0.003,2.380952380952381
26,98444.94075073657,998.4565978318906,586.8908399741347,27.855188629102724,0.15,0.06,0.003,2.380952380952381
27,98300.38045635732,927.7435430045449,645.6715298327729,29.039043825720373,0.15,0.06,0.003,2.380952380952381
28,98143.32329280897,1102.3553437726725,709.6317163033758,8.711757996993612,0.15,0.06,0.003,2.380952380952381
29,97972.75219697856,1152.4244306349174,779.2113831559453,32.81037290390549,0.15,0.06,0.003,2.380952380952381
30,97787.57893054814,1297.9876371932216,854.8848740041841,38.344812798987945,0.05,0.06,0.003,0.7936507936507937
31,97723.7662164659,1112.3765728922228,933.218180034703,50.364184776489736,0.05,0.06,0.003,0.7936507936507937
32,97660.89011851826,1161.6756195094747,1010.4517986371834,47.98069152623882,0.05,0.06,0.003,0.7936507936507937
33,97598.93826518221,1214.1233748327982,1086.5987735446768,58.01280293424473,0.05,0.06,0.003,0.7936507936507937
34,97537.89841197165,1303.3169242632364,1161.6720674345588,81.23615503900268,0.05,0.06,0.003,0.7936507936507937
35,97477.7584337969,1213.3580373163434,1235.6845609269267,53.78674339151554,0.05,0.06,0.003,0.7936507936507937
36,97418.50632539218,1207.5992613246483,1308.649050141839,58.0226792893352,0.05,0.06,0.003,0.7936507936507937
37,97360.1302012448,1235.506126591934,1380.5782440395803,49.27093720420548,0.05,0.06,0.003,0.7936507936507937
38,97302.61829634229,1115.5023377459868,1451.4847625321702,72.4435340180606,0.05,0.06,0.003,0.7936507936507937
39,97245.95896661867,1175.2363884847105,1521.3811343127986,90.81115710150243,0.05,0.06,0.003,0.7936507936507937
40,97190.1406881678,1087.121054277723,1590.2797969013698,53.08676648320015,0.05,0.06,0.003,0.7936507936507937
41,97135.15205565888,1010.1688934531228,1658.1930986480672,72.86051510053315,0.05,0.06,0.003,0.7936507936507937
42,97080.98178536737,1081.930664104093,1725.1332908476425,86.79908003576858,0.05,0.06,0.003,0.7936507936507937
43,97027.61871428716,1129.4348975628636,1791.1125282263695,102.38541294378666,0.05,0.06,0.003,0.7936507936507937
