day,S,I,R,D,beta,gamma,mu,R0
0,99900.0,100.0,0.0,0.0,0.1,0.06,0.003,1.5873015873015874
1,99889.65766561822,103.92127868138229,6.115291143249024,0.30576455716245476,0.10313952597646568,0.06,0.003,1.6371353329597726
2,99878.5618266588,108.33377994948218,12.48037465879949,0.6240187329399782,0.10626666167821522,0.06,0.003,1.6867724075907178
3,99866.63334585495,113.28424863416085,19.126100486585926,0.9563050243292996,0.10936906572928624,0.06,0.003,1.736016916337877
4,99853.78455711842,118.82484565029198,26.08628307743852,1.3043141538719296,0.11243449435824274,0.06,0.003,1.7846745136229005
5,99839.91835370295,125.0137013899342,33.398042768686665,1.6699021384343369,0.11545084971874738,0.06,0.003,1.832553170138847
6,99824.92720828898,131.91550128960057,41.102181353736995,2.0551090676868538,0.1184062276342339,0.06,0.003,1.8794639307021255
7,99808.69212661718,139.60209994357248,49.24359375164896,2.4621796875824513,0.12128896457825365,0.06,0.003,1.9252216599722802
8,99791.08153797776,148.15315913949465,57.87171703116847,2.893585851558427,0.12408768370508577,0.06,0.003,1.9696457730965995
9,99771.95013063206,157.65679991858042,67.04101852319963,3.3520509261599845,0.12679133974894982,0.06,0.003,2.012560948396029
10,99751.13764164524,168.21025922711306,76.81152297870034,3.8405761489350194,0.12938926261462366,0.06,0.003,2.053797819279741
11,99728.46761594481,179.92053604810386,87.24937905435463,4.362468952717735,0.1318711994874345,0.06,0.003,2.0931936426576905
12,99703.74615595516,192.90500707835082,98.42746377759491,4.921373188879748,0.13422735529643445,0.06,0.003,2.130592941213245
13,99676.76068861358,207.2919880264712,110.42602224756008,5.521301112378007,0.1364484313710706,0.06,0.003,2.165848117001121
14,99647.27878015954,223.22121400534192,123.33333889056931,6.166666944528467,0.13852566213878945,0.06,0.003,2.1988200339490387
15,99615.04704175633,240.84420221468332,137.2464343133006,6.862321715665033,0.14045084971874738,0.06,0.003,2.229378566964244
16,99579.79017241816,260.3244585667186,152.27178001439546,7.613589000719775,0.14221639627510077,0.06,0.003,2.25740311547779
17,99541.2102192144,281.8374637587376,168.52601621605555,8.426300810802779,0.14381533400219318,0.06,0.003,2.282783079399892
18,99498.98607576691,305.5704242324217,186.1366666672979,9.306833333364898,0.14524135262330098,0.06,0.003,2.3054182956079523
19,99452.77334660407,331.72168656143026,205.2428255566657,10.262141277833287,0.14648882429441257,0.06,0.003,2.325219433244644
20,99402.20463589994,360.4997753387989,225.99579882025054,11.299789941012529,0.14755282581475768,0.06,0.003,2.342108346265995
21,99346.89035742056,392.12198353519454,248.55967528022543,12.427983764011277,0.14842915805643156,0.06,0.003,2.35601838184812
22,99286.42016666534,426.8124457596178,273.1117976905034,13.655589884525174,0.14911436253643445,0.06,0.003,2.3668946434354674
23,99220.36511303847,464.7996310469757,299.84310087099857,14.99215504354993,0.1496057350657239,0.06,0.003,2.3746942073924426
24,99148.28061004763,506.3131958651525,328.9582800830523,16.447914004152615,0.1499013364214136,0.06,0.003,2.37938629240339
25,99069.71029760111,551.580158450584,360.6757561412259,18.0337878070613,0.15000000000000002,0.06,0.003,2.3809523809523814
26,98984.1909288743,600.8203294672393,395.22737300803476,19.761368650401746,0.1499013364214136,0.06,0.003,2.37938629240339
27,98891.2582398912,654.2410490427252,432.8578200629174,21.64289100314588,0.14960573506572392,0.06,0.003,2.374694207392443
28,98790.45391728691,712.0311929296975,473.8237045555951,23.69118522777977,0.14911436253643445,0.06,0.003,2.3668946434354674
29,98681.33360651931,774.3545322139095,518.3922488254811,25.91961244127407,0.14842915805643156,0.06,0.003,2.35601838184812
30,98563.47592459923,841.3425284404722,566.8395685335911,28.34197842667957,0.14755282581475768,0.06,0.003,2.342108346265995
31,98436.49235260414,913.086713598003,619.4485083788751,30.97242541894377,0.14648882429441257,0.06,0.003,2.325219433244644
32,98300.03785929509,989.6308293107901,676.5060108515279,33.825300542576414,0.14524135262330098,0.06,0.003,2.3054182956079523
33,98153.82202029754,1070.9629668992402,738.3000121935237,36.915000609676206,0.14381533400219318,0.06,0.003,2.282783079399892
34,97997.6203480489,1157.0079850282764,805.1158732597929,40.25579366298967,0.14221639627510074,0.06,0.003,2.2574031154777896
35,97831.28548109515,1247.6205266303457,877.2323735947269,43.86161867973637,0.14045084971874738,0.06,0.003,2.229378566964244
36,97654.75785627573,1342.5789674407101,954.9173107462294,47.74586553731148,0.13852566213878945,0.06,0.003,2.1988200339490387
37,97468.07542304737,1441.5806643231494,1038.4227739328228,51.92113869664116,0.13644843137107057,0.06,0.003,2.1658481170011203
38,97271.38195431887,1544.2388561813884,1127.980180475927,56.399009023796374,0.13422735529643445,0.06,0.003,2.130592941213245
39,97064.93351115164,1650.0815441622835,1223.7951854153014,61.189759270765094,0.1318711994874345,0.06,0.003,2.0931936426576905
40,96849.10265353878,1758.5526272407114,1326.0425897338093,66.30212948669049,0.12938926261462366,0.06,0.003,2.053797819279741
41,96624.38002840764,1869.0155134898066,1434.861388669077,71.74306943345387,0.12679133974894985,0.06,0.003,2.0125609483960294
42,96391.37305201849,1980.7593266644262,1550.350115540065,77.51750577700327,0.12408768370508577,0.06,0.003,1.9696457730965995
43,96150.80150950662,2093.0077219314517,1672.5626367256234,83.62813183628118,0.12128896457825365,0.06,0.003,1.9252216599722802
44,95903.49002535571,2204.9301960917933,1801.504551002351,90.07522755011756,0.11840622763423392,0.06,0.003,1.8794639307021257
45,95650.35745275194,2315.655693697412,1937.1303367148862,96.85651683574432,0.11545084971874738,0.06,0.003,1.832553170138847
46,95392.4034072397,2424.2881473268526,2079.3413766032545,103.96706883016273,0.11243449435824276,0.06,0.003,1.784674513622901
47,95130.69228515019,2529.923504041234,2227.9849626748282,111.39924813374142,0.10936906572928623,0.06,0.003,1.7360169163378767
48,94866.33524051703,2631.667690435586,2382.854351473681,119.14271757368408,0.10626666167821525,0.06,0.003,1.6867724075907182
49,94600.47065342586,2728.654938973585,2543.689912000519,127.18449560002593,0.10313952597646568,0.06,0.003,1.6371353329597726
50,94334.24373132676,2820.065830622903,2710.1813695717465,135.5090684785873,0.1,0.06,0.003,1.5873015873015874
51,94068.7859185249,2905.1444191605124,2881.9711069662762,144.0985553483138,0.09686047402353434,0.06,0.003,1.5374678416434022
52,93805.19477891113,2983.2138487898515,3058.6584498085736,152.93292249042864,0.09373333832178479,0.06,0.003,1.487830767012457
