dataset,description,S_MSE,I_MSE,R_MSE,D_MSE,S_RMSE,I_RMSE,R_RMSE,D_RMSE,S_MAE,I_MAE,R_MAE,D_MAE,beta_pred,gamma_pred,mu_pred,beta_true,beta_rel_error,beta_rel_error_percent,gamma_true,gamma_rel_error,gamma_rel_error_percent,mu_true,mu_rel_error,mu_rel_error_percent
01_baseline_constant,Базовый (константы),31325.02543112024,477.1891432956187,32853.77653184847,5.062916179852412,176.98877204817327,21.84465937696486,181.2561075711615,2.250092482510977,137.83180904596642,14.03842869608353,136.50241806900783,1.8667620715313127,0.09572984488131514,0.06757764593310839,0.008068700323576594,0.1,0.04270155118684865,4.270155118684865,0.06,0.12629409888513984,12.629409888513985,0.003,1.6895667745255314,168.95667745255315
02_lockdown_beta_jump,Локдаун (скачок β),103.32739216426205,0.5089543873170536,42.745194064040625,0.5483133940593848,10.165008222537848,0.713410391932339,6.537980885872995,0.74048186612461,7.944118124700549,0.6449208170033569,4.831253810417063,0.5722188608469473,0.06875504007559807,0.06183548837740832,0.0040089160860873885,,,,,,,,,
03_seasonal_beta_sin,Сезонность (плавная β),64903.19107555541,1039.7735173884857,56217.41325997252,103.0550182257027,254.76104701377605,32.245519338172954,237.10211568008523,10.151601756654104,205.91169760000759,15.696711203636015,186.496242256439,7.972222058017622,0.0782281878895883,0.06143918156068667,0.0040416348970874205,,,,,,,,,
04_decaying_beta_trend,Затухание (β 0.15→0.1),59.57019263061185,0.742487477000236,65.04772004010154,1.5667261004376147,7.7181728816224275,0.861677130368583,8.06521667657488,1.2516892986830297,6.433061187277825,0.6388844997592953,6.393276519873278,1.0071182027336232,0.14017063937970453,0.06013962754054297,0.0031053773361910952,,,,,,,,,
05_complex_beta_gamma_dynamics,Сложный (β+γ),1215.959694707812,168.85949944252584,3550.144315313771,356.53853849537234,34.8706136267748,12.99459500879215,59.583087493967376,18.88222811257645,25.924587234072394,8.39984181206673,42.61772424102444,15.287250984800236,0.11385698463751426,0.06677488970130124,0.008586377149597313,,,,,,,,,
02_lockdown_beta_jump_noise_3pct_seed42,Локдаун + шум 3%,46.48175389755969,0.33797877767399853,12.733791499843424,0.17568059103089112,6.817752848084162,0.5813594221082157,3.568443848492424,0.4191426857657081,5.308383555774461,0.472801967467041,2.5377349676039986,0.33202021393617326,0.06882014970109557,0.062225456670924884,0.0038745222563727477,,,,,,,,,
02_lockdown_beta_jump_noise_5pct_seed123,Локдаун + шум 5%,131.20683678337184,0.9567148700367634,61.80091690728743,0.6569446974694756,11.454555285272836,0.9781180245945595,7.861355920405043,0.8105212504737156,8.909206707211377,0.8325218342251651,5.84327721973458,0.6427103106881985,0.06838861034476595,0.06155801507051878,0.003933193122868162,,,,,,,,,
02_lockdown_beta_jump_noise_10pct_seed456,Локдаун + шум 10%,230.13362202262272,2.2303460016259358,132.2111333816335,0.25710028177788763,15.170155636071197,1.4934342977265307,11.49831002285264,0.5070505712233127,11.725780261136613,1.2182855937982866,8.605866444633765,0.4026035860779445,0.06759021210861654,0.06089869737759701,0.0036669975966662216,,,,,,,,,
05_complex_beta_gamma_dynamics_noise_3pct_seed42,Сложный + шум 3%,1431.7253269406208,192.42987735771945,4227.139977145596,441.2429734825761,37.83814645223284,13.871909650719306,65.01645927875184,21.00578428630019,28.446186930574587,9.204949352081869,46.26371315399859,17.169435906715744,0.11508294949517694,0.06744977001030161,0.009222552437539444,,,,,,,,,
05_complex_beta_gamma_dynamics_noise_5pct_seed123,Сложный + шум 5%,2053.418271294976,192.56306848633815,5587.35485035577,406.32435678621937,45.314658459432046,13.876709569863388,74.74861102626437,20.157488851199183,34.53478983714588,9.326406073331176,52.95108486315471,16.541194199616058,0.11102624868193567,0.06593118078892979,0.009153000790225907,,,,,,,,,
05_complex_beta_gamma_dynamics_noise_10pct_seed456,Сложный + шум 10%,1608.0321224827276,194.07281925337912,4912.208437806856,436.94322149973533,40.10027584048179,13.93100209078224,70.08714887771406,20.903186874248036,30.76264482220742,9.999491885510746,49.76572818245392,17.091143306213183,0.10174547424440578,0.059894709322753925,0.00831970891788314,,,,,,,,,
