dataset,description,S_MSE,I_MSE,R_MSE,D_MSE,S_RMSE,I_RMSE,R_RMSE,D_RMSE,S_MAE,I_MAE,R_MAE,D_MAE,mu_RMSE,mu_R2,beta_RMSE,beta_R2,gamma_RMSE,gamma_R2
01_baseline_constant,Базовый (константы),4308.778937356006,262.0718391516831,3463.259441047791,34.91693441030765,65.64128988187242,16.188633022948018,58.84946423755947,5.909055289156435,43.62872619459897,11.633576653252545,36.53473963421922,4.347279772008737,0.00163557255827715,-1.422325845035944e+31,,,,
02_lockdown_beta_jump,Локдаун (скачок β),54.65668203251735,0.1795498554643628,46.45950240622676,0.045853947430283176,7.393015760332001,0.4237332362045286,6.816120774034653,0.21413534839041212,5.059852559699038,0.35916181089298815,4.553424337851349,0.13998721253840657,0.0009337121487424816,-4.635381574247057e+30,0.0494301861920303,-2.2470287304528758,,
03_seasonal_beta_sin,Сезонность (плавная β),13402.706936517909,227.96888905986188,11623.305804538979,30.34916171867385,115.77006062241614,15.0986386492247,107.81143633464391,5.509007326068268,93.22381924180917,6.833074070462734,84.71298069866992,4.271374553143186,0.00397832705009203,-8.415122383628702e+31,0.06415706700552244,-2.3976196246770787,,
04_decaying_beta_trend,Затухание (β 0.15→0.1),8966.228981663377,152.65351009533032,6502.888808642677,29.56507203647736,94.69017362780247,12.355302913944698,80.64049112352104,5.437377312314951,80.55845218168596,8.469350646497043,66.87764518400375,4.286665615728418,0.0020478147695069207,-2.2296711418036553e+31,0.22122860906818168,-232.64183860453568,,
05_complex_beta_gamma_dynamics,Сложный (β+γ),27197.894565814375,492.6080382213143,22495.571759576047,6.96807733366648,164.91784186622857,22.194775020741126,149.98523847224448,2.639711600472006,122.67632227864979,17.830201196062976,106.87532500223023,2.0126951089316667,0.0015417994470042402,-1.263907357955245e+31,0.16950983102786835,-63.36535586686769,0.010882083275772883,-0.641544764410189
02_lockdown_beta_jump_noise_3pct_seed42,Локдаун + шум 3%,47.576222500234465,0.28663062820310165,45.044860441563586,0.05994684295379861,6.8975519208074445,0.5353789575647344,6.711546799476525,0.24484044386865217,5.0376529113628115,0.4290027955230229,4.787406448492353,0.19933438620916144,0.001523345787035685,-1.2338332300661769e+31,0.02483497942724964,0.18034848145419002,,
02_lockdown_beta_jump_noise_5pct_seed123,Локдаун + шум 5%,0.10691076761972,0.355412920117343,0.05707380249621486,0.022549421250209718,0.3269721205542148,0.596165178551501,0.23890124004746158,0.15016464713843175,0.24947360007832026,0.4542048717246887,0.19734506218691567,0.11937659158381302,0.0034929221622173423,-6.486901246470537e+31,0.01975647390020388,0.4812949110474015,,
02_lockdown_beta_jump_noise_10pct_seed456,Локдаун + шум 10%,16.965408107799387,1.6730566652222565,6.042353011375652,3.584167068645613,4.118908606390701,1.2934669169415414,2.4581198122499344,1.8931896546953801,3.4110137805940144,0.9781170748627618,1.950148297368827,1.5480036802626131,0.004556483365352885,-1.1038728431688304e+32,0.01725165841323502,0.6044846533200595,,
05_complex_beta_gamma_dynamics_noise_3pct_seed42,Сложный + шум 3%,8898.800544200974,232.26104647312494,8046.85633798637,53.10158390886323,94.33345400334377,15.240113072845784,89.7042715704574,7.287083360910813,74.56635113890408,12.186280721879141,68.58586178221407,5.5739952667089305,0.0016028902198787559,-1.366051363403888e+31,0.03821412853461169,-2.271224218839476,0.012847096383981198,-1.2879082533630477
05_complex_beta_gamma_dynamics_noise_5pct_seed123,Сложный + шум 5%,9271.121241414145,102.94298895878714,8540.711116339864,4.584059826310896,96.28666180429221,10.1460824439183,92.41596786454095,2.141041761925931,78.05344085266142,6.950514496227105,73.36552077598854,1.7121955848097044,0.00013088904599901926,-9.108902964181178e+28,0.07567014000483102,-11.826597531933887,0.015830224463494223,-2.473783804891071
05_complex_beta_gamma_dynamics_noise_10pct_seed456,Сложный + шум 10%,40890.76490380565,466.3550284829835,32001.99436538034,240.6614970513454,202.21465056668285,21.59525476772579,178.89101253383396,15.513268419367513,157.89349454365296,15.067233941546352,135.60671753657763,12.043578248978651,0.0018301051899931944,-1.780785358569098e+31,0.34572133789345855,-266.74092705830583,0.009980718739275739,-0.38086834681177484
